district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,camp_phone,climate_change,affordability,education,housing,,,,,,
24072,Shefford,Shefford,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Daviault,DarlËne,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24072,Shefford,Shefford,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Larouche,AndrÈanne,(450) 777-6471,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24072,Shefford,Shefford,New Democratic Party,Nouveau Parti dÈmocratique,Plamondon,Raymonde,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24072,Shefford,Shefford,People's Party of Canada,Parti populaire du Canada,Sabbagh,Mariam,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24072,Shefford,Shefford,Green Party of Canada,Le Parti Vert du Canada,Turgeon,Katherine,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,Liberal Party of Canada,Parti libÈral du Canada,BriËre,…lisabeth,(819) 791-6366,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,Parti RhinocÈros Party,Parti RhinocÈros Party,CÙtÈ,Steve,(819) 588-0819,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,New Democratic Party,Nouveau Parti dÈmocratique,Dusseault,Pierre-Luc,(819) 933-4933,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Forgues,Claude,(819) 791-6700,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,Independent,IndÈpendant(e),Moreno,Edwin,(873) 200-3445,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,Green Party of Canada,Le Parti Vert du Canada,Morin,Mathieu,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,No Affiliation,Aucune appartenance,Richard,Hubert,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24073,Sherbrooke,Sherbrooke,Conservative Party of Canada,Parti conservateur du Canada,SÈvigny,Dany,(819) 943-3581,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Conservative Party of Canada,Parti conservateur du Canada,Cox,Karen,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,New Democratic Party,Nouveau Parti dÈmocratique,MacDonald,Amanda,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Rouillard,NoÈmie,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Liberal Party of Canada,Parti libÈral du Canada,Schiefke,Peter,(514) 404-8815,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Green Party of Canada,Le Parti Vert du Canada,Stiff,Cameron,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,People's Party of Canada,Parti populaire du Canada,Tam,Kaylin,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
24075,Terrebonne,Terrebonne,People's Party of Canada,Parti populaire du Canada,Barnes,Jeffrey,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
